"time","price","millisec"
"090001",20455,"0000"
"090001",20450,"0001"
"090001",20445,"0002"
"090001",20435,"0003"
"090001",20440,"0004"
"090001",20430,"0005"
"090002",20425,"0000"
"090002",20420,"0001"
"090002",20415,"0002"
"090003",20410,"0000"
"090003",20405,"0001"
"090004",20400,"0000"
"090004",20405,"0001"
"090004",20400,"0002"
"090005",20415,"0000"
"090005",20410,"0001"
"090006",20405,"0000"
"090006",20415,"0001"
"090006",20410,"0002"
"090007",20405,"0000"
"090007",20415,"0001"
"090008",20405,"0000"
"090009",20410,"0000"
"090010",20405,"0000"
"090011",20410,"0000"
"090012",20405,"0000"
"090012",20400,"0001"
"090013",20405,"0000"
"090013",20402,"0001"
"090013",20400,"0002"
"090014",20415,"0000"
"090015",20420,"0000"
"090015",20415,"0001"
"090015",20425,"0002"
"090016",20430,"0000"
"090016",20440,"0001"
"090017",20430,"0000"
"090018",20440,"0000"
"090018",20430,"0001"
"090019",20435,"0000"
"090019",20430,"0001"
"090020",20435,"0000"
"090020",20425,"0001"
"090020",20435,"0002"
"090021",20430,"0000"
"090022",20420,"0000"
"090022",20430,"0001"
"090022",20435,"0002"
"090023",20430,"0000"
"090025",20425,"0000"
"090025",20430,"0001"
"090027",20425,"0000"
"090028",20430,"0000"
"090029",20435,"0000"
"090029",20430,"0001"
"090030",20435,"0000"
"090031",20440,"0000"
"090031",20435,"0001"
"090031",20430,"0002"
"090032",20420,"0000"
"090032",20415,"0001"
"090033",20420,"0000"
"090033",20425,"0001"
"090033",20430,"0002"
"090035",20425,"0000"
"090035",20430,"0001"
"090035",20440,"0002"
"090036",20430,"0000"
"090037",20440,"0000"
"090038",20435,"0000"
"090039",20440,"0000"
"090040",20435,"0000"
"090041",20432,"0000"
"090041",20440,"0001"
"090042",20435,"0000"
"090042",20440,"0001"
"090044",20445,"0000"
"090044",20440,"0001"
"090044",20445,"0002"
"090045",20440,"0000"
"090046",20435,"0000"
"090047",20440,"0000"
"090047",20445,"0001"
"090048",20440,"0000"
"090048",20435,"0001"
"090049",20440,"0000"
"090051",20445,"0000"
"090052",20440,"0000"
"090052",20445,"0001"
"090053",20440,"0000"
