"time","price","millisec"
"090003",23980,"0000"
"090004",23975,"0000"
"090006",23980,"0000"
"090006",23975,"0001"
"090008",23980,"0000"
"090010",23975,"0000"
"090019",23970,"0000"
"090020",23975,"0000"
"090023",23970,"0000"
"090025",23975,"0000"
"090027",23970,"0000"
"090028",23975,"0000"
"090035",23970,"0000"
"090036",23975,"0000"
"090041",23970,"0000"
"090041",23975,"0001"
"090048",23980,"0000"
"090048",23975,"0001"
"090056",23980,"0000"
"090058",23975,"0000"
"090058",23980,"0001"
"090102",23975,"0000"
"090103",23980,"0000"
"090104",23975,"0000"
"090104",23977,"0001"
"090104",23980,"0002"
"090107",23975,"0000"
"090109",23980,"0000"
"090110",23975,"0000"
"090111",23980,"0000"
"090115",23975,"0000"
"090115",23980,"0001"
"090117",23975,"0000"
"090119",23980,"0000"
"090120",23975,"0000"
"090120",23980,"0001"
"090121",23975,"0000"
"090124",23980,"0000"
"090124",23975,"0001"
"090128",23970,"0000"
"090129",23975,"0000"
"090131",23970,"0000"
"090131",23975,"0001"
"090137",23970,"0000"
"090139",23975,"0000"
"090140",23970,"0000"
"090140",23975,"0001"
"090143",23970,"0000"
"090143",23975,"0001"
"090145",23980,"0000"
"090145",23975,"0001"
"090150",23980,"0000"
"090152",23977,"0000"
"090152",23980,"0001"
"090153",23975,"0000"
"090157",23970,"0000"
"090157",23975,"0001"
"090157",23970,"0002"
"090158",23975,"0000"
"090208",23970,"0000"
"090208",23975,"0001"
"090214",23970,"0000"
"090215",23975,"0000"
"090215",23970,"0001"
"090216",23975,"0000"
"090220",23970,"0000"
"090221",23975,"0000"
"090222",23970,"0000"
"090223",23975,"0000"
"090226",23970,"0000"
"090226",23975,"0001"
"090227",23970,"0000"
"090227",23965,"0001"
"090228",23970,"0000"
"090237",23965,"0000"
"090237",23970,"0001"
"090240",23975,"0000"
"090240",23970,"0001"
"090243",23975,"0000"
"090243",23970,"0001"
"090244",23975,"0000"
"090251",23970,"0000"
"090252",23975,"0000"
"090253",23970,"0000"
"090253",23975,"0001"
"090255",23970,"0000"
"090257",23975,"0000"
"090258",23970,"0000"
"090258",23975,"0001"
