"time","millisec","HOUR_CLS_CODE","ASKP1","ASKP2","ASKP3","ASKP4","ASKP5","ASKP6","ASKP7","ASKP8","ASKP9","ASKP10","BIDP1","BIDP2","BIDP3","BIDP4","BIDP5","BIDP6","BIDP7","BIDP8","BIDP9","BIDP10","ASKP_RSQN1","ASKP_RSQN2","ASKP_RSQN3","ASKP_RSQN4","ASKP_RSQN5","ASKP_RSQN6","ASKP_RSQN7","ASKP_RSQN8","ASKP_RSQN9","ASKP_RSQN10","BIDP_RSQN1","BIDP_RSQN2","BIDP_RSQN3","BIDP_RSQN4","BIDP_RSQN5","BIDP_RSQN6","BIDP_RSQN7","BIDP_RSQN8","BIDP_RSQN9","BIDP_RSQN10","TOTAL_ASKP_RSQN","TOTAL_BIDP_RSQN","OVTM_TOTAL_ASKP_RSQN","OVTM_TOTAL_BIDP_RSQN","ANTC_CNPR","ANTC_CNQN","ANTC_VOL","ANTC_CNTG_VRSS","ANTC_CNTG_VRSS_SIGN","ANTC_CNTG_PRDY_CTRT","ACML_VOL","TOTAL_ASKP_RSQN_ICDC","TOTAL_BIDP_RSQN_ICDC","OVTM_TOTAL_ASKP_ICDC","OVTM_TOTAL_BIDP_ICDC","STCK_DEAL_CLS_CODE","KMID_PRC","KMID_TOTAL_RSQN","KMID_CLS_CODE","NMID_PRC","NMID_TOTAL_RSQN","NMID_CLS_CODE"
"080000","0000","0","260500","274500","276500","0","0","0","0","0","0","0","250500","245500","240000","230500","0","0","0","0","0","0","1","90","100","0","0","0","0","0","0","0","70","80","100","150","0","0","0","0","0","0","191","400","0","0","0","0","0","-260500","5","-100.00","0","0","0","0","0","","0","0","0","","",""
"080000","0001","0","269000","274500","276500","0","0","0","0","0","0","0","255000","250500","245500","240000","230500","220000","182500","0","0","0","200","90","100","0","0","0","0","0","0","0","200","70","80","100","150","10","1","0","0","0","390","611","0","0","0","0","0","-260500","5","-100.00","0","199","211","0","0","","0","0","0","","",""
"080000","0002","0","269000","274500","276500","0","0","0","0","0","0","0","260500","256000","255000","250500","245500","240000","230500","220000","182500","0","200","90","100","0","0","0","0","0","0","0","10","1","200","70","80","100","150","10","1","0","390","622","0","0","0","0","0","-260500","5","-100.00","0","0","11","0","0","","0","0","0","","",""
"080001","0000","0","269000","274500","276500","0","0","0","0","0","0","0","260500","256000","255500","255000","250500","245500","240000","230500","220000","182500","200","90","100","0","0","0","0","0","0","0","10","1","1","200","70","80","100","150","20","1","390","633","0","0","0","0","0","-260500","5","-100.00","0","0","11","0","0","","0","0","0","","",""
"080001","0001","0","269000","274500","276500","0","0","0","0","0","0","0","261000","260500","256000","255500","255000","251500","250500","245500","240000","230500","200","90","100","0","0","0","0","0","0","0","32","10","1","1","200","10","70","80","100","150","390","654","0","0","0","0","0","-260500","5","-100.00","0","0","21","0","0","","0","0","0","","",""
"080002","0000","0","269000","274500","276500","315000","0","0","0","0","0","0","261000","260500","256000","255500","255000","251500","250500","248500","245500","240000","200","90","100","20","0","0","0","0","0","0","32","10","1","1","200","10","70","41","80","100","410","545","0","0","0","0","0","-260500","5","-100.00","0","20","-109","0","0","","0","0","0","","",""
"080002","0001","0","269000","274500","276500","308000","315000","0","0","0","0","0","265000","262500","261000","260500","256000","255500","255000","251500","250500","248500","200","90","100","25","20","0","0","0","0","0","8","4","32","45","1","1","200","10","70","41","435","412","0","0","0","0","0","-260500","5","-100.00","0","25","-133","0","0","","0","0","0","","",""
"080003","0000","0","269000","274500","276500","308000","315000","0","0","0","0","0","265000","262500","261000","260500","256000","255500","255000","251500","250500","250000","200","90","100","25","20","0","0","0","0","0","8","4","32","45","1","1","201","10","70","16","435","388","0","0","0","0","0","-260500","5","-100.00","0","0","-24","0","0","","0","0","0","","",""
"080003","0001","0","269000","274500","276500","308000","315000","0","0","0","0","0","265000","262500","261000","260500","256000","255500","255000","254000","251500","251000","200","90","100","25","20","0","0","0","0","0","8","4","32","45","1","1","201","2","10","12","435","316","0","0","0","0","0","-260500","5","-100.00","0","0","-72","0","0","","0","0","0","","",""
"080003","0002","0","269000","274500","276500","279500","308000","315000","0","0","0","0","265500","265000","262500","261000","260500","256000","255500","255000","254000","251500","200","90","100","1","25","20","0","0","0","0","2","8","4","32","45","1","1","201","2","10","436","306","0","0","0","0","0","-260500","5","-100.00","0","1","-10","0","0","","0","0","0","","",""
