"time","millisec","HOUR_CLS_CODE","ASKP1","ASKP2","ASKP3","ASKP4","ASKP5","ASKP6","ASKP7","ASKP8","ASKP9","ASKP10","BIDP1","BIDP2","BIDP3","BIDP4","BIDP5","BIDP6","BIDP7","BIDP8","BIDP9","BIDP10","ASKP_RSQN1","ASKP_RSQN2","ASKP_RSQN3","ASKP_RSQN4","ASKP_RSQN5","ASKP_RSQN6","ASKP_RSQN7","ASKP_RSQN8","ASKP_RSQN9","ASKP_RSQN10","BIDP_RSQN1","BIDP_RSQN2","BIDP_RSQN3","BIDP_RSQN4","BIDP_RSQN5","BIDP_RSQN6","BIDP_RSQN7","BIDP_RSQN8","BIDP_RSQN9","BIDP_RSQN10","TOTAL_ASKP_RSQN","TOTAL_BIDP_RSQN","OVTM_TOTAL_ASKP_RSQN","OVTM_TOTAL_BIDP_RSQN","ANTC_CNPR","ANTC_CNQN","ANTC_VOL","ANTC_CNTG_VRSS","ANTC_CNTG_VRSS_SIGN","ANTC_CNTG_PRDY_CTRT","ACML_VOL","TOTAL_ASKP_RSQN_ICDC","TOTAL_BIDP_RSQN_ICDC","OVTM_TOTAL_ASKP_ICDC","OVTM_TOTAL_BIDP_ICDC","STCK_DEAL_CLS_CODE","KMID_PRC","KMID_TOTAL_RSQN","KMID_CLS_CODE","NMID_PRC","NMID_TOTAL_RSQN","NMID_CLS_CODE"
"080000","0000","0","0","0","0","0","0","0","0","0","0","0","183500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","50","0","0","0","0","0","0","0","0","0","0","50","0","0","0","0","0","-183400","5","-100.00","0","0","0","0","0","","0","0","0","","",""
"080000","0001","0","190000","194800","199800","238000","0","0","0","0","0","0","184600","183500","180600","180000","170000","130000","0","0","0","0","10","20","30","1","0","0","0","0","0","0","25","50","3","20","15","1","0","0","0","0","61","114","0","0","0","0","0","-183400","5","-100.00","0","61","64","0","0","","0","0","0","","",""
"080000","0002","0","190000","194000","194800","199600","199800","238000","0","0","0","0","184600","183500","180600","180000","170000","130000","0","0","0","0","10","3","20","55","30","6","0","0","0","0","25","50","3","20","15","1","0","0","0","0","124","114","0","0","0","0","0","-183400","5","-100.00","0","63","0","0","0","","0","0","0","","",""
"080001","0000","0","186000","190000","192500","194000","194800","198500","199600","199800","200000","214500","184600","183900","183700","183500","180600","180000","175100","170000","130000","0","5","10","40","3","20","10","110","30","2","229","25","16","47","50","3","20","2","15","1","0","459","179","0","0","0","0","0","-183400","5","-100.00","0","335","65","0","0","","0","0","0","","",""
"080001","0001","0","184900","186000","190000","192500","194000","194800","198300","198500","199200","199600","184600","183900","183700","183500","180600","180000","175100","170000","130000","0","1","5","10","40","3","20","1","10","3","110","25","16","47","50","3","20","2","15","1","0","203","179","0","0","0","0","0","-183400","5","-100.00","0","-256","0","0","0","","0","0","0","","",""
"080002","0000","0","186000","190000","192500","194000","194800","198300","198500","199200","199600","199800","184600","183900","183700","183500","183400","180600","180000","175100","170000","130000","5","10","40","3","20","1","10","3","110","30","25","16","47","400","15","3","20","2","17","1","232","546","0","0","0","0","0","-183400","5","-100.00","1","29","367","0","0","","0","0","0","","",""
"080002","0001","0","186000","189000","190000","192500","193300","193900","194000","194800","198300","198500","184600","183900","183700","183500","183400","180600","180000","175100","170000","130000","5","20","10","40","1","2","3","20","1","10","25","16","47","400","15","3","20","2","17","1","112","546","0","0","0","0","0","-183400","5","-100.00","1","-120","0","0","0","","0","0","0","","",""
"080003","0000","0","186000","189000","190000","192000","192500","193300","193900","194000","194200","194800","184600","183900","183700","183500","183400","180600","180000","175100","170000","130000","5","20","10","1","80","1","2","3","100","20","25","16","47","400","15","3","20","2","17","1","242","546","0","0","0","0","0","-183400","5","-100.00","1","130","0","0","0","","0","0","0","","",""
"080003","0001","0","186000","187000","189000","190000","192000","192500","193300","193900","194000","194200","184600","183900","183700","183500","183400","180600","180000","175100","170000","130000","5","5","20","10","1","80","1","2","3","100","25","16","47","400","15","3","20","3","17","1","227","547","0","0","0","0","0","-183400","5","-100.00","1","-15","1","0","0","","0","0","0","","",""
"080003","0002","0","186000","187000","189000","190000","192000","192500","193300","193900","194000","194200","184600","183900","183700","183500","183400","180600","180000","175100","170000","130000","7","5","20","10","1","80","1","2","3","100","25","16","47","400","15","3","20","3","17","1","229","547","0","0","0","0","0","-183400","5","-100.00","1","2","0","0","0","","0","0","0","","",""
