"time","price","millisec"
"090004",27000,"0000"
"090004",27005,"0001"
"090005",27000,"0000"
"090005",27005,"0001"
"090005",27000,"0002"
"090005",27005,"0003"
"090006",27000,"0000"
"090007",27010,"0000"
"090008",27000,"0000"
"090008",27005,"0001"
"090009",27010,"0000"
"090010",27015,"0000"
"090011",27010,"0000"
"090012",27020,"0000"
"090013",27010,"0000"
"090014",27020,"0000"
"090014",27010,"0001"
"090015",27020,"0000"
"090016",27015,"0000"
"090018",27020,"0000"
"090020",27015,"0000"
"090021",27020,"0000"
"090021",27010,"0001"
"090021",27020,"0002"
"090024",27015,"0000"
"090027",27010,"0000"
"090027",27015,"0001"
"090030",27020,"0000"
"090030",27015,"0001"
"090035",27010,"0000"
"090036",27015,"0000"
"090037",27012,"0000"
"090037",27010,"0001"
"090038",27015,"0000"
"090042",27010,"0000"
"090044",27012,"0000"
"090044",27015,"0001"
"090047",27010,"0000"
"090047",27015,"0001"
"090052",27012,"0000"
"090053",27010,"0000"
"090054",27012,"0000"
"090055",27015,"0000"
"090055",27012,"0001"
"090056",27010,"0000"
"090056",27015,"0001"
"090057",27010,"0000"
"090057",27015,"0001"
"090102",27010,"0000"
"090103",27015,"0000"
"090104",27012,"0000"
"090104",27015,"0001"
"090104",27010,"0002"
"090109",27005,"0000"
"090110",27010,"0000"
"090111",27005,"0000"
"090112",27010,"0000"
"090113",27005,"0000"
"090114",27010,"0000"
"090114",27005,"0001"
"090115",27015,"0000"
"090118",27010,"0000"
"090119",27015,"0000"
"090123",27012,"0000"
"090125",27020,"0000"
"090127",27015,"0000"
"090130",27020,"0000"
"090132",27015,"0000"
"090132",27020,"0001"
"090135",27015,"0000"
"090136",27020,"0000"
"090138",27010,"0000"
"090138",27015,"0001"
"090139",27020,"0000"
"090140",27015,"0000"
"090140",27020,"0001"
"090141",27015,"0000"
"090141",27020,"0001"
"090142",27015,"0000"
"090142",27010,"0001"
"090143",27015,"0000"
"090143",27010,"0001"
"090143",27015,"0002"
"090145",27010,"0000"
"090146",27005,"0000"
"090146",27000,"0001"
"090146",27010,"0002"
"090151",27005,"0000"
"090152",27010,"0000"
"090154",27007,"0000"
"090156",27005,"0000"
"090156",27002,"0001"
"090157",27000,"0000"
"090157",27002,"0001"
"090157",27010,"0002"
"090200",27005,"0000"
"090200",27010,"0001"
"090201",27000,"0000"
"090203",27010,"0000"
"090203",27005,"0001"
"090210",27002,"0000"
"090210",27005,"0001"
"090212",27010,"0000"
"090213",27005,"0000"
"090215",27000,"0000"
"090215",27010,"0001"
"090218",27005,"0000"
"090218",27010,"0001"
"090219",27005,"0000"
"090221",27010,"0000"
"090223",27005,"0000"
"090223",27002,"0001"
"090223",27005,"0002"
"090232",27002,"0000"
"090233",27005,"0000"
"090233",27007,"0001"
"090234",27005,"0000"
"090236",27000,"0000"
"090236",27005,"0001"
"090243",27000,"0000"
"090243",27005,"0001"
"090245",27000,"0000"
"090245",27005,"0001"
"090247",27000,"0000"
"090247",27005,"0001"
"090248",27000,"0000"
"090248",27005,"0001"
"090249",27000,"0000"
"090249",27005,"0001"
"090252",27000,"0000"
"090253",27005,"0000"
"090254",27000,"0000"
"090254",27005,"0001"
"090255",27000,"0000"
"090259",26995,"0000"
"090259",27000,"0001"
"090301",27005,"0000"
"090301",27000,"0001"
"090303",26995,"0000"
"090304",26997,"0000"
"090304",26995,"0001"
"090304",27000,"0002"
"090306",26995,"0000"
"090307",27000,"0000"
"090307",26995,"0001"
"090308",27000,"0000"
"090309",26995,"0000"
"090310",27000,"0000"
"090310",26995,"0001"
"090311",27005,"0000"
"090312",27000,"0000"
"090312",27005,"0001"
"090313",26995,"0000"
"090313",27005,"0001"
"090315",27000,"0000"
"090315",27005,"0001"
"090316",27000,"0000"
"090316",27005,"0001"
"090316",27000,"0002"
"090317",27005,"0000"
"090317",27000,"0001"
"090317",26995,"0002"
"090318",27000,"0000"
"090319",27005,"0000"
