"time","millisec","HOUR_CLS_CODE","ASKP1","ASKP2","ASKP3","ASKP4","ASKP5","ASKP6","ASKP7","ASKP8","ASKP9","ASKP10","BIDP1","BIDP2","BIDP3","BIDP4","BIDP5","BIDP6","BIDP7","BIDP8","BIDP9","BIDP10","ASKP_RSQN1","ASKP_RSQN2","ASKP_RSQN3","ASKP_RSQN4","ASKP_RSQN5","ASKP_RSQN6","ASKP_RSQN7","ASKP_RSQN8","ASKP_RSQN9","ASKP_RSQN10","BIDP_RSQN1","BIDP_RSQN2","BIDP_RSQN3","BIDP_RSQN4","BIDP_RSQN5","BIDP_RSQN6","BIDP_RSQN7","BIDP_RSQN8","BIDP_RSQN9","BIDP_RSQN10","TOTAL_ASKP_RSQN","TOTAL_BIDP_RSQN","OVTM_TOTAL_ASKP_RSQN","OVTM_TOTAL_BIDP_RSQN","ANTC_CNPR","ANTC_CNQN","ANTC_VOL","ANTC_CNTG_VRSS","ANTC_CNTG_VRSS_SIGN","ANTC_CNTG_PRDY_CTRT","ACML_VOL","TOTAL_ASKP_RSQN_ICDC","TOTAL_BIDP_RSQN_ICDC","OVTM_TOTAL_ASKP_ICDC","OVTM_TOTAL_BIDP_ICDC","STCK_DEAL_CLS_CODE","KMID_PRC","KMID_TOTAL_RSQN","KMID_CLS_CODE","NMID_PRC","NMID_TOTAL_RSQN","NMID_CLS_CODE"
"080000","0000","0","440000","448000","480000","489500","499500","0","0","0","0","0","429500","425000","415000","414000","413500","410500","387000","350000","310000","0","1","30","1","3","11","0","0","0","0","0","2","1","10","15","120","4","5","270","48","0","46","475","0","0","0","0","0","-432000","5","-100.00","0","0","0","0","0","","0","0","0","","",""
"080000","0001","0","437000","440000","445000","445500","446000","446500","447000","447500","448000","448500","429500","425000","420000","417000","415000","414000","413500","412000","410500","410000","15","1","1","1","1","1","1","1","31","1","2","1","1","3","11","15","120","1","4","50","54","208","0","0","0","0","0","-432000","5","-100.00","0","8","-267","0","0","","0","0","0","","",""
"080001","0000","0","432000","437000","440000","442000","445000","445500","446000","446500","447000","447500","429500","426500","425000","420000","418000","417000","415000","414000","413500","413000","59","15","1","1","1","1","101","1","1","1","2","3","2","1","40","3","11","15","120","1","182","198","0","0","0","0","0","-432000","5","-100.00","0","128","-10","0","0","","0","0","0","","",""
"080001","0001","0","430000","432000","437000","439500","440000","442000","444500","445000","445500","446000","429500","426500","425000","420500","420000","418000","417000","415500","415000","414000","30","57","15","10","1","1","10","1","1","101","1","3","7","40","1","40","3","10","11","15","227","131","0","0","0","0","0","-432000","5","-100.00","3","45","-67","0","0","","0","0","0","","",""
"080002","0000","0","430000","432000","435500","437000","439500","440000","442000","444500","445000","445500","429500","426500","425000","420500","420000","418000","417000","415500","415000","414000","26","57","25","15","10","1","1","10","1","1","13","3","7","40","1","40","3","10","11","15","147","143","0","0","0","0","0","-432000","5","-100.00","7","-80","12","0","0","","0","0","0","","",""
"080003","0000","0","427000","430000","432000","435500","436000","437000","439500","440000","442000","444500","426500","425000","420500","420000","418000","417000","415500","415000","414000","413500","17","26","57","25","15","15","10","1","1","10","3","7","40","1","40","3","10","11","15","120","177","250","0","0","0","0","0","-432000","5","-100.00","20","30","107","0","0","","0","0","0","","",""
"080003","0001","0","427000","430000","432000","435500","436000","437000","438500","439500","440000","442000","426500","425000","420500","420000","418000","417000","415500","415000","414000","413500","17","26","57","25","15","15","1","10","1","1","3","8","40","1","40","3","10","11","15","120","168","251","0","0","0","0","0","-432000","5","-100.00","20","-9","1","0","0","","0","0","0","","",""
"080003","0002","0","427000","430000","432000","435500","436000","437000","438500","439500","440000","442000","426500","425000","420500","420000","418000","417000","415500","415000","414000","413500","17","43","57","25","15","15","1","10","1","1","3","8","40","1","40","3","10","11","15","120","185","251","0","0","0","0","0","-432000","5","-100.00","20","17","0","0","0","","0","0","0","","",""
"080004","0000","0","427000","430000","432000","434000","435500","436000","437000","438500","439500","440000","426500","425000","424000","420500","420000","418000","417000","415500","415000","414000","17","17","57","26","25","15","15","1","10","18","3","8","1","40","1","40","3","10","11","15","201","132","0","0","0","0","0","-432000","5","-100.00","20","16","-119","0","0","","0","0","0","","",""
"080004","0001","0","432000","434000","435500","436000","437000","438500","439500","440000","442000","444500","430500","426500","425000","424000","422000","420500","420000","418000","417000","415500","57","26","25","15","15","1","10","18","1","10","2431","3","8","1","1","40","21","40","3","10","178","2558","0","0","0","0","0","-432000","5","-100.00","89","-23","2406","0","0","","0","0","0","","",""
