"time","millisec","HOUR_CLS_CODE","ASKP1","ASKP2","ASKP3","ASKP4","ASKP5","ASKP6","ASKP7","ASKP8","ASKP9","ASKP10","BIDP1","BIDP2","BIDP3","BIDP4","BIDP5","BIDP6","BIDP7","BIDP8","BIDP9","BIDP10","ASKP_RSQN1","ASKP_RSQN2","ASKP_RSQN3","ASKP_RSQN4","ASKP_RSQN5","ASKP_RSQN6","ASKP_RSQN7","ASKP_RSQN8","ASKP_RSQN9","ASKP_RSQN10","BIDP_RSQN1","BIDP_RSQN2","BIDP_RSQN3","BIDP_RSQN4","BIDP_RSQN5","BIDP_RSQN6","BIDP_RSQN7","BIDP_RSQN8","BIDP_RSQN9","BIDP_RSQN10","TOTAL_ASKP_RSQN","TOTAL_BIDP_RSQN","OVTM_TOTAL_ASKP_RSQN","OVTM_TOTAL_BIDP_RSQN","ANTC_CNPR","ANTC_CNQN","ANTC_VOL","ANTC_CNTG_VRSS","ANTC_CNTG_VRSS_SIGN","ANTC_CNTG_PRDY_CTRT","ACML_VOL","TOTAL_ASKP_RSQN_ICDC","TOTAL_BIDP_RSQN_ICDC","OVTM_TOTAL_ASKP_ICDC","OVTM_TOTAL_BIDP_ICDC","STCK_DEAL_CLS_CODE","KMID_PRC","KMID_TOTAL_RSQN","KMID_CLS_CODE","NMID_PRC","NMID_TOTAL_RSQN","NMID_CLS_CODE"
"080000","0000","0","158400","158500","162300","165000","0","0","0","0","0","0","157900","157000","155600","154600","150100","0","0","0","0","0","2","443","5","300","0","0","0","0","0","0","50","1","3","5","958","0","0","0","0","0","750","1017","0","0","0","0","0","-157400","5","-100.00","0","0","0","0","0","","0","0","0","","",""
"080001","0000","0","158300","158500","158700","158800","162300","164900","165000","189800","194800","199800","157900","157600","157500","157000","156100","155600","155500","155200","154600","152300","24","409","3","50","5","10","300","1","1","1","50","50","1","1","100","103","300","20","5","100","804","730","0","0","0","0","0","-157400","5","-100.00","37","54","-287","0","0","","0","0","0","","",""
"080001","0001","0","158300","158400","158500","158700","158800","159600","162000","162300","162900","163000","157900","157600","157500","157000","156200","156100","155600","155500","155300","155200","24","20","409","3","50","2","1","5","120","1","50","50","1","1","5","100","103","300","185","150","635","945","0","0","0","0","0","-157400","5","-100.00","37","-169","215","0","0","","0","0","0","","",""
"080002","0000","0","158000","158300","158400","158500","158700","158800","159600","160000","161300","162000","157900","157600","157500","157400","157000","156200","156100","155600","155500","155300","5","24","26","409","3","50","2","100","7","1","50","50","1","32","1","5","100","103","300","185","627","827","0","0","0","0","0","-157400","5","-100.00","37","-8","-118","0","0","","0","0","0","","",""
"080002","0001","0","158000","158300","158400","158500","158600","158700","158800","159500","159600","159700","157900","157600","157500","157400","157000","156200","156100","155600","155500","155300","5","24","26","410","5","3","50","210","2","40","43","50","8","33","1","5","100","103","300","185","775","828","0","0","0","0","0","-157400","5","-100.00","44","148","1","0","0","","0","0","0","","",""
"080003","0000","0","158000","158300","158400","158500","158600","158700","158800","159500","159600","159700","157900","157600","157500","157400","157000","156200","156100","155600","155500","155300","5","24","26","410","5","3","50","210","2","40","43","50","8","33","1","5","100","103","317","185","775","845","0","0","0","0","0","-157400","5","-100.00","44","0","17","0","0","","0","0","0","","",""
"080003","0001","0","158000","158300","158400","158500","158600","158700","158800","159500","159600","159700","157900","157600","157500","157400","157000","156200","156100","155600","155500","155300","5","24","26","410","5","42","50","210","2","40","43","50","8","33","1","5","100","103","317","185","814","845","0","0","0","0","0","-157400","5","-100.00","44","39","0","0","0","","0","0","0","","",""
"080004","0000","0","158000","158300","158400","158500","158600","158700","158800","159000","159500","159600","157900","157600","157500","157400","157000","156200","156100","156000","155600","155500","5","24","26","410","5","42","50","100","210","2","43","50","8","33","1","5","104","100","103","317","874","764","0","0","0","0","0","-157400","5","-100.00","44","60","-81","0","0","","0","0","0","","",""
"080004","0001","0","158000","158300","158400","158500","158600","158700","158800","159000","159500","159600","157900","157600","157500","157400","157000","156200","156100","156000","155600","155500","5","24","207","410","5","42","50","100","210","2","43","50","8","33","1","5","104","100","103","317","1055","764","0","0","0","0","0","-157400","5","-100.00","44","181","0","0","0","","0","0","0","","",""
"080005","0000","0","158000","158300","158400","158500","158600","158700","158800","158900","159000","159500","157900","157600","157500","157400","157000","156200","156100","156000","155600","155500","5","24","207","410","5","42","50","100","100","210","43","50","8","33","1","5","104","100","103","317","1153","764","0","0","0","0","0","-157400","5","-100.00","44","98","0","0","0","","0","0","0","","",""
"080006","0000","0","158000","158300","158400","158500","158600","158700","158800","158900","159000","159500","157900","157600","157500","157400","157000","156200","156100","156000","155600","155500","35","24","207","410","5","42","50","100","100","210","43","50","8","33","1","5","104","100","103","317","1183","764","0","0","0","0","0","-157400","5","-100.00","44","30","0","0","0","","0","0","0","","",""
"080006","0001","0","158000","158300","158400","158500","158600","158700","158800","158900","159000","159500","157900","157600","157500","157400","157000","156200","156100","156000","155600","155500","35","24","207","410","5","42","50","100","100","210","43","50","8","33","1","5","104","100","103","317","1183","764","0","0","0","0","0","-157400","5","-100.00","44","0","0","0","0","","0","0","0","","",""
"080006","0002","0","158000","158300","158400","158500","158600","158700","158800","158900","159000","159500","157900","157600","157500","157400","157000","156200","156100","156000","155600","155500","35","24","207","410","5","42","50","100","100","210","43","50","8","33","1","5","104","100","103","317","1183","764","0","0","0","0","0","-157400","5","-100.00","44","0","0","0","0","","0","0","0","","",""
