"time","price","millisec"
"090007",23800,"0000"
"090007",23790,"0001"
"090007",23800,"0002"
"090023",23795,"0000"
"090024",23800,"0000"
"090030",23795,"0000"
"090030",23800,"0001"
"090034",23795,"0000"
"090035",23800,"0000"
"090037",23795,"0000"
"090037",23800,"0001"
"090039",23795,"0000"
"090040",23800,"0000"
"090041",23797,"0000"
"090042",23800,"0000"
"090044",23795,"0000"
"090045",23800,"0000"
"090045",23795,"0001"
"090048",23792,"0000"
"090048",23795,"0001"
"090053",23790,"0000"
"090056",23795,"0000"
"090059",23790,"0000"
"090059",23795,"0001"
"090102",23790,"0000"
"090108",23785,"0000"
"090109",23790,"0000"
"090117",23785,"0000"
"090118",23790,"0000"
"090119",23785,"0000"
"090120",23790,"0000"
"090124",23785,"0000"
"090124",23790,"0001"
"090127",23785,"0000"
"090128",23790,"0000"
"090130",23785,"0000"
"090131",23790,"0000"
"090136",23785,"0000"
"090136",23790,"0001"
"090139",23785,"0000"
"090139",23780,"0001"
"090140",23785,"0000"
"090141",23780,"0000"
"090143",23785,"0000"
"090146",23782,"0000"
"090146",23785,"0001"
"090149",23780,"0000"
"090150",23785,"0000"
"090151",23780,"0000"
"090151",23785,"0001"
"090153",23780,"0000"
"090153",23785,"0001"
"090153",23780,"0002"
"090154",23785,"0000"
"090159",23780,"0000"
"090201",23785,"0000"
"090205",23790,"0000"
"090206",23785,"0000"
"090207",23790,"0000"
"090208",23787,"0000"
"090209",23790,"0000"
"090209",23785,"0001"
"090211",23790,"0000"
"090213",23785,"0000"
"090214",23790,"0000"
"090215",23785,"0000"
"090215",23790,"0001"
"090216",23785,"0000"
"090218",23790,"0000"
"090219",23785,"0000"
"090220",23790,"0000"
"090223",23785,"0000"
"090223",23790,"0001"
"090230",23795,"0000"
"090230",23790,"0001"
"090234",23795,"0000"
"090235",23790,"0000"
"090236",23795,"0000"
"090237",23790,"0000"
"090237",23795,"0001"
"090238",23790,"0000"
"090240",23792,"0000"
"090240",23795,"0001"
"090244",23790,"0000"
"090245",23795,"0000"
"090246",23790,"0000"
"090247",23795,"0000"
"090250",23790,"0000"
"090250",23795,"0001"
"090257",23790,"0000"
"090258",23795,"0000"
"090300",23790,"0000"
"090301",23795,"0000"
"090303",23790,"0000"
"090304",23795,"0000"
"090305",23790,"0000"
"090305",23795,"0001"
"090307",23790,"0000"
"090308",23795,"0000"
"090311",23790,"0000"
"090312",23795,"0000"
"090313",23790,"0000"
"090313",23795,"0001"
"090314",23790,"0000"
"090315",23795,"0000"
"090315",23790,"0001"
"090316",23795,"0000"
"090316",23790,"0001"
"090317",23795,"0000"
"090318",23790,"0000"
"090318",23795,"0001"
"090319",23790,"0000"
"090319",23795,"0001"
"090324",23800,"0000"
"090325",23795,"0000"
"090326",23800,"0000"
"090327",23795,"0000"
"090327",23800,"0001"
"090339",23795,"0000"
"090340",23800,"0000"
"090341",23795,"0000"
"090342",23800,"0000"
"090344",23795,"0000"
"090352",23790,"0000"
"090401",23785,"0000"
"090402",23790,"0000"
"090415",23785,"0000"
"090415",23790,"0001"
"090415",23785,"0002"
"090416",23790,"0000"
"090420",23787,"0000"
"090421",23790,"0000"
"090423",23785,"0000"
"090423",23790,"0001"
"090424",23785,"0000"
"090425",23790,"0000"
"090427",23785,"0000"
"090430",23790,"0000"
"090433",23785,"0000"
"090433",23790,"0001"
"090441",23785,"0000"
"090441",23790,"0001"
"090442",23785,"0000"
"090443",23790,"0000"
"090443",23785,"0001"
"090446",23790,"0000"
"090500",23785,"0000"
"090500",23790,"0001"
"090500",23785,"0002"
"090501",23790,"0000"
"090503",23785,"0000"
"090503",23790,"0001"
"090504",23785,"0000"
"090504",23790,"0001"
"090505",23785,"0000"
"090505",23790,"0001"
"090507",23785,"0000"
"090507",23790,"0001"
"090508",23785,"0000"
"090509",23790,"0000"
"090510",23785,"0000"
"090510",23790,"0001"
"090511",23785,"0000"
"090512",23790,"0000"
"090514",23785,"0000"
"090514",23790,"0001"
"090519",23785,"0000"
"090519",23790,"0001"
"090520",23785,"0000"
"090520",23790,"0001"
"090520",23785,"0002"
"090521",23790,"0000"
"090522",23785,"0000"
"090523",23790,"0000"
"090523",23785,"0001"
"090524",23790,"0000"
"090525",23785,"0000"
"090526",23790,"0000"
"090528",23787,"0000"
"090528",23790,"0001"
"090531",23785,"0000"
"090531",23790,"0001"
"090533",23795,"0000"
"090535",23790,"0000"
"090536",23795,"0000"
"090538",23790,"0000"
"090538",23795,"0001"
"090539",23790,"0000"
"090540",23795,"0000"
"090541",23790,"0000"
"090541",23795,"0001"
"090542",23790,"0000"
"090542",23795,"0001"
"090543",23790,"0000"
"090544",23795,"0000"
"090546",23790,"0000"
"090546",23795,"0001"
"090548",23790,"0000"
"090549",23795,"0000"
"090550",23800,"0000"
"090553",23795,"0000"
"090555",23800,"0000"
"090556",23795,"0000"
"090558",23800,"0000"
"090559",23795,"0000"
"090559",23800,"0001"
"090601",23797,"0000"
"090602",23800,"0000"
"090610",23795,"0000"
"090610",23800,"0001"
"090610",23795,"0002"
"090611",23800,"0000"
"090612",23795,"0000"
"090613",23800,"0000"
"090613",23795,"0001"
"090614",23800,"0000"
"090614",23795,"0001"
"090614",23800,"0002"
"090615",23795,"0000"
"090616",23800,"0000"
"090616",23795,"0001"
"090618",23800,"0000"
"090619",23795,"0000"
"090620",23800,"0000"
"090622",23795,"0000"
"090622",23800,"0001"
"090623",23795,"0000"
"090623",23800,"0001"
"090626",23795,"0000"
"090626",23800,"0001"
"090629",23795,"0000"
"090629",23800,"0001"
"090630",23797,"0000"
"090631",23800,"0000"
"090632",23795,"0000"
"090633",23800,"0000"
"090633",23795,"0001"
"090635",23800,"0000"
"090635",23795,"0001"
"090635",23800,"0002"
"090637",23795,"0000"
"090638",23800,"0000"
"090644",23797,"0000"
"090645",23800,"0000"
"090648",23795,"0000"
"090649",23800,"0000"
"090649",23795,"0001"
"090649",23800,"0002"
"090650",23795,"0000"
"090651",23800,"0000"
"090652",23795,"0000"
"090652",23800,"0001"
"090654",23795,"0000"
"090654",23800,"0001"
"090657",23795,"0000"
"090657",23800,"0001"
"090702",23795,"0000"
"090702",23800,"0001"
"090703",23797,"0000"
"090704",23800,"0000"
"090706",23795,"0000"
"090707",23800,"0000"
"090707",23795,"0001"
"090707",23800,"0002"
"090709",23795,"0000"
"090709",23800,"0001"
"090709",23795,"0002"
"090710",23800,"0000"
"090710",23795,"0001"
"090710",23800,"0002"
"090713",23795,"0000"
"090713",23800,"0001"
"090715",23795,"0000"
"090715",23800,"0001"
"090718",23795,"0000"
"090718",23800,"0001"
"090719",23795,"0000"
"090719",23800,"0001"
"090720",23795,"0000"
"090720",23800,"0001"
"090721",23795,"0000"
"090721",23800,"0001"
"090723",23795,"0000"
"090723",23800,"0001"
"090724",23795,"0000"
"090724",23800,"0001"
"090725",23795,"0000"
"090725",23800,"0001"
"090726",23795,"0000"
"090726",23800,"0001"
"090727",23795,"0000"
"090727",23800,"0001"
"090730",23795,"0000"
"090730",23800,"0001"
"090732",23795,"0000"
"090732",23800,"0001"
"090732",23795,"0002"
"090732",23800,"0003"
"090735",23795,"0000"
"090735",23800,"0001"
"090737",23797,"0000"
"090737",23800,"0001"
"090737",23797,"0002"
"090738",23800,"0000"
"090743",23795,"0000"
"090743",23800,"0001"
"090743",23795,"0002"
"090743",23800,"0003"
"090744",23795,"0000"
"090745",23800,"0000"
"090747",23795,"0000"
"090747",23800,"0001"
"090749",23795,"0000"
"090749",23800,"0001"
"090752",23795,"0000"
"090752",23800,"0001"
"090754",23795,"0000"
"090754",23800,"0001"
"090758",23795,"0000"
"090758",23800,"0001"
"090759",23795,"0000"
"090759",23800,"0001"
"090800",23795,"0000"
"090800",23800,"0001"
"090803",23795,"0000"
"090803",23800,"0001"
"090803",23795,"0002"
"090804",23800,"0000"
"090804",23795,"0001"
"090804",23800,"0002"
"090805",23795,"0000"
"090805",23800,"0001"
"090806",23795,"0000"
"090807",23800,"0000"
"090813",23795,"0000"
"090813",23800,"0001"
"090816",23795,"0000"
"090817",23800,"0000"
"090818",23795,"0000"
"090818",23800,"0001"
"090821",23795,"0000"
"090821",23800,"0001"
"090821",23795,"0002"
"090822",23800,"0000"
"090823",23795,"0000"
"090824",23800,"0000"
"090829",23795,"0000"
"090829",23800,"0001"
"090832",23795,"0000"
"090832",23800,"0001"
"090833",23795,"0000"
"090833",23800,"0001"
"090834",23795,"0000"
"090834",23800,"0001"
"090836",23795,"0000"
"090836",23800,"0001"
"090838",23795,"0000"
"090839",23800,"0000"
"090839",23795,"0001"
"090839",23800,"0002"
"090841",23795,"0000"
"090842",23800,"0000"
