"time","price","millisec"
"090002",34830,"0000"
"090003",34825,"0000"
"090006",34785,"0000"
"090010",34810,"0000"
"090012",34800,"0000"
"090013",34795,"0000"
"090025",34765,"0000"
"090033",34785,"0000"
"090033",34795,"0001"
"090035",34765,"0000"
"090038",34795,"0000"
"090047",34765,"0000"
"090047",34735,"0001"
"090057",34765,"0000"
"090100",34785,"0000"
"090100",34795,"0001"
"090100",34800,"0002"
"090101",34805,"0000"
"090103",34760,"0000"
"090113",34770,"0000"
"090120",34755,"0000"
"090120",34730,"0001"
"090121",34755,"0000"
"090123",34760,"0000"
"090130",34770,"0000"
"090134",34730,"0000"
"090141",34755,"0000"
"090143",34745,"0000"
"090152",34750,"0000"
"090152",34755,"0001"
"090158",34735,"0000"
"090159",34755,"0000"
"090200",34730,"0000"
"090200",34735,"0001"
"090203",34725,"0000"
"090204",34730,"0000"
"090210",34725,"0000"
"090210",34730,"0001"
"090211",34710,"0000"
"090216",34735,"0000"
"090216",34730,"0001"
"090222",34725,"0000"
"090227",34710,"0000"
"090227",34720,"0001"
"090229",34735,"0000"
"090233",34745,"0000"
"090235",34725,"0000"
"090235",34730,"0001"
"090247",34765,"0000"
"090250",34740,"0000"
"090254",34765,"0000"
"090255",34770,"0000"
"090256",34785,"0000"
"090257",34795,"0000"
"090310",34755,"0000"
"090315",34795,"0000"
"090318",34755,"0000"
"090327",34760,"0000"
"090329",34772,"0000"
"090329",34755,"0001"
"090331",34790,"0000"
"090331",34795,"0001"
"090331",34760,"0002"
"090335",34770,"0000"
"090336",34805,"0000"
"090338",34795,"0000"
"090340",34810,"0000"
"090357",34820,"0000"
"090402",34800,"0000"
"090402",34820,"0001"
"090403",34825,"0000"
"090403",34830,"0001"
"090404",34840,"0000"
"090412",34855,"0000"
"090415",34850,"0000"
"090417",34855,"0000"
"090421",34850,"0000"
"090425",34840,"0000"
"090429",34850,"0000"
"090429",34840,"0001"
"090433",34850,"0000"
"090434",34855,"0000"
"090443",34867,"0000"
"090443",34850,"0001"
"090450",34855,"0000"
"090450",34840,"0001"
"090451",34835,"0000"
"090452",34825,"0000"
"090452",34820,"0001"
"090455",34825,"0000"
