"time","price","millisec"
"090028",34965,"0000"
"090028",34970,"0001"
"090028",34975,"0002"
"090028",34995,"0003"
"090030",35000,"0000"
"090035",35015,"0000"
"090035",35025,"0001"
"090036",35000,"0000"
"090040",35030,"0000"
"090040",35050,"0001"
"090041",35030,"0000"
"090042",35000,"0000"
"090042",34995,"0001"
"090046",35000,"0000"
"090047",35025,"0000"
"090054",34975,"0000"
"090055",35025,"0000"
"090055",34950,"0001"
"090056",35025,"0000"
"090101",35000,"0000"
"090102",35025,"0000"
"090105",34975,"0000"
"090105",34965,"0001"
"090105",34975,"0002"
"090108",35015,"0000"
"090110",34975,"0000"
"090112",34965,"0000"
"090113",34960,"0000"
"090113",34950,"0001"
"090114",35000,"0000"
"090114",34940,"0001"
"090114",34925,"0002"
"090117",34940,"0000"
"090119",34980,"0000"
"090121",34930,"0000"
"090122",34965,"0000"
"090122",34970,"0001"
"090124",34975,"0000"
"090134",34980,"0000"
"090137",35000,"0000"
"090137",35010,"0001"
"090142",34985,"0000"
"090145",34980,"0000"
"090145",34965,"0001"
"090147",34960,"0000"
"090147",34980,"0001"
"090150",34965,"0000"
"090156",34975,"0000"
"090200",34955,"0000"
"090200",34950,"0001"
"090201",34970,"0000"
"090202",34945,"0000"
"090203",34950,"0000"
"090204",34970,"0000"
"090204",34955,"0001"
"090206",34945,"0000"
"090206",34940,"0001"
"090209",34930,"0000"
"090210",34925,"0000"
"090218",34930,"0000"
"090221",34925,"0000"
"090231",34960,"0000"
"090232",34930,"0000"
"090233",34925,"0000"
"090235",34960,"0000"
"090237",34925,"0000"
"090242",34930,"0000"
"090243",34925,"0000"
"090243",34920,"0001"
"090246",34930,"0000"
"090248",34925,"0000"
"090250",34920,"0000"
"090254",34915,"0000"
"090259",34920,"0000"
"090303",34905,"0000"
"090305",34875,"0000"
"090306",34870,"0000"
"090308",34860,"0000"
"090309",34865,"0000"
"090310",34860,"0000"
"090311",34850,"0000"
"090314",34860,"0000"
"090314",34855,"0001"
"090315",34850,"0000"
"090318",34840,"0000"
"090319",34845,"0000"
"090322",34860,"0000"
"090324",34865,"0000"
"090326",34855,"0000"
"090327",34860,"0000"
