"time","price","millisec"
"090015",24050,"0000"
"090015",24055,"0001"
"090016",24050,"0000"
"090019",24055,"0000"
"090020",24050,"0000"
"090022",24055,"0000"
"090022",24050,"0001"
"090027",24045,"0000"
"090027",24050,"0001"
"090029",24045,"0000"
"090029",24050,"0001"
"090029",24045,"0002"
"090030",24050,"0000"
"090032",24045,"0000"
"090034",24050,"0000"
"090039",24045,"0000"
"090040",24050,"0000"
"090040",24045,"0001"
"090043",24050,"0000"
"090045",24055,"0000"
"090048",24050,"0000"
"090048",24055,"0001"
"090049",24050,"0000"
"090050",24055,"0000"
"090051",24050,"0000"
"090051",24055,"0001"
"090054",24050,"0000"
"090056",24055,"0000"
"090058",24050,"0000"
"090058",24055,"0001"
"090102",24050,"0000"
"090102",24055,"0001"
"090103",24050,"0000"
"090104",24055,"0000"
"090105",24050,"0000"
"090106",24045,"0000"
"090106",24055,"0001"
"090107",24050,"0000"
"090108",24055,"0000"
"090110",24050,"0000"
"090110",24055,"0001"
"090114",24050,"0000"
"090117",24055,"0000"
"090118",24050,"0000"
"090119",24055,"0000"
"090121",24050,"0000"
"090122",24045,"0000"
"090123",24050,"0000"
"090124",24055,"0000"
"090126",24050,"0000"
"090126",24045,"0001"
"090126",24050,"0002"
"090131",24045,"0000"
"090131",24050,"0001"
"090133",24055,"0000"
"090134",24050,"0000"
"090135",24045,"0000"
"090136",24050,"0000"
"090136",24045,"0001"
"090137",24050,"0000"
"090138",24055,"0000"
"090138",24050,"0001"
"090140",24055,"0000"
"090140",24050,"0001"
"090140",24055,"0002"
"090141",24050,"0000"
"090141",24055,"0001"
"090142",24050,"0000"
"090142",24055,"0001"
"090142",24050,"0002"
"090143",24055,"0000"
"090146",24050,"0000"
"090147",24055,"0000"
"090152",24050,"0000"
"090153",24055,"0000"
"090153",24050,"0001"
"090154",24055,"0000"
"090158",24050,"0000"
"090158",24055,"0001"
"090200",24050,"0000"
"090200",24055,"0001"
"090202",24050,"0000"
"090202",24055,"0001"
"090205",24050,"0000"
"090206",24055,"0000"
"090210",24050,"0000"
"090210",24055,"0001"
"090212",24057,"0000"
"090212",24055,"0001"
"090217",24060,"0000"
"090217",24055,"0001"
"090217",24060,"0002"
"090218",24055,"0000"
"090219",24060,"0000"
"090220",24065,"0000"
"090221",24060,"0000"
"090222",24065,"0000"
"090223",24060,"0000"
"090223",24065,"0001"
"090224",24060,"0000"
"090224",24065,"0001"
"090224",24060,"0002"
"090225",24065,"0000"
"090225",24060,"0001"
"090226",24065,"0000"
"090226",24060,"0001"
"090231",24065,"0000"
"090232",24060,"0000"
"090233",24065,"0000"
"090233",24060,"0001"
"090234",24065,"0000"
"090235",24060,"0000"
"090237",24055,"0000"
"090237",24060,"0001"
"090238",24065,"0000"
"090240",24060,"0000"
"090246",24065,"0000"
"090246",24060,"0001"
"090246",24055,"0002"
"090246",24065,"0003"
"090247",24060,"0000"
"090248",24065,"0000"
"090250",24060,"0000"
"090253",24055,"0000"
"090253",24060,"0001"
"090255",24057,"0000"
"090255",24060,"0001"
"090258",24055,"0000"
"090258",24060,"0001"
"090300",24055,"0000"
"090300",24060,"0001"
"090302",24055,"0000"
"090302",24060,"0001"
"090308",24055,"0000"
"090308",24060,"0001"
"090316",24055,"0000"
"090316",24060,"0001"
"090319",24055,"0000"
"090319",24060,"0001"
"090328",24055,"0000"
"090329",24060,"0000"
"090331",24055,"0000"
"090332",24060,"0000"
"090332",24057,"0001"
"090333",24060,"0000"
"090335",24057,"0000"
"090335",24060,"0001"
"090336",24055,"0000"
"090337",24060,"0000"
"090337",24055,"0001"
"090338",24060,"0000"
"090338",24055,"0001"
"090339",24060,"0000"
"090340",24055,"0000"
"090340",24060,"0001"
"090344",24057,"0000"
"090349",24060,"0000"
"090350",24055,"0000"
"090351",24060,"0000"
"090359",24055,"0000"
"090402",24060,"0000"
"090403",24055,"0000"
"090405",24060,"0000"
"090408",24055,"0000"
"090408",24060,"0001"
"090409",24055,"0000"
"090410",24060,"0000"
"090411",24055,"0000"
"090412",24060,"0000"
"090412",24055,"0001"
"090414",24060,"0000"
"090417",24055,"0000"
"090418",24060,"0000"
"090420",24055,"0000"
"090421",24060,"0000"
"090426",24065,"0000"
"090427",24060,"0000"
"090429",24065,"0000"
"090430",24060,"0000"
"090430",24065,"0001"
"090430",24060,"0002"
"090435",24065,"0000"
"090442",24060,"0000"
"090443",24065,"0000"
"090443",24060,"0001"
"090444",24065,"0000"
"090446",24060,"0000"
"090447",24065,"0000"
"090447",24060,"0001"
"090448",24065,"0000"
"090451",24060,"0000"
"090452",24065,"0000"
"090453",24060,"0000"
"090454",24065,"0000"
"090459",24060,"0000"
"090500",24065,"0000"
"090501",24060,"0000"
"090501",24065,"0001"
"090501",24060,"0002"
"090502",24065,"0000"
"090502",24060,"0001"
"090502",24065,"0002"
"090503",24060,"0000"
"090504",24065,"0000"
"090504",24060,"0001"
"090505",24065,"0000"
"090506",24060,"0000"
"090506",24065,"0001"
"090506",24060,"0002"
"090507",24065,"0000"
"090507",24060,"0001"
"090507",24065,"0002"
"090509",24060,"0000"
"090509",24065,"0001"
"090510",24055,"0000"
"090510",24065,"0001"
"090515",24062,"0000"
"090515",24060,"0001"
"090516",24065,"0000"
"090516",24060,"0001"
"090516",24065,"0002"
"090517",24055,"0000"
"090517",24060,"0001"
"090518",24065,"0000"
"090520",24060,"0000"
"090521",24065,"0000"
"090524",24060,"0000"
"090525",24065,"0000"
"090525",24060,"0001"
"090526",24055,"0000"
"090526",24060,"0001"
"090528",24065,"0000"
"090528",24060,"0001"
"090530",24065,"0000"
"090532",24060,"0000"
"090532",24065,"0001"
"090538",24062,"0000"
"090538",24065,"0001"
"090542",24060,"0000"
"090542",24065,"0001"
"090544",24060,"0000"
"090545",24065,"0000"
"090546",24060,"0000"
"090546",24065,"0001"
"090548",24060,"0000"
"090549",24065,"0000"
"090553",24060,"0000"
"090554",24065,"0000"
"090555",24060,"0000"
"090555",24065,"0001"
"090600",24060,"0000"
"090601",24065,"0000"
"090602",24060,"0000"
"090602",24065,"0001"
"090603",24060,"0000"
"090603",24065,"0001"
"090604",24060,"0000"
"090604",24065,"0001"
"090604",24060,"0002"
"090605",24065,"0000"
"090605",24060,"0001"
"090606",24065,"0000"
"090606",24060,"0001"
"090606",24065,"0002"
"090607",24060,"0000"
"090607",24065,"0001"
"090608",24060,"0000"
"090608",24065,"0001"
"090609",24060,"0000"
"090610",24065,"0000"
"090624",24060,"0000"
"090624",24065,"0001"
"090625",24060,"0000"
"090625",24065,"0001"
"090626",24060,"0000"
"090627",24065,"0000"
"090627",24060,"0001"
"090627",24065,"0002"
"090628",24060,"0000"
"090628",24065,"0001"
"090629",24060,"0000"
"090629",24065,"0001"
"090630",24060,"0000"
"090630",24065,"0001"
"090635",24060,"0000"
"090635",24065,"0001"
"090636",24060,"0000"
"090636",24065,"0001"
"090640",24060,"0000"
"090641",24065,"0000"
"090647",24060,"0000"
"090647",24065,"0001"
"090648",24060,"0000"
"090648",24065,"0001"
"090648",24060,"0002"
"090648",24065,"0003"
"090649",24060,"0000"
"090649",24065,"0001"
"090650",24060,"0000"
"090651",24065,"0000"
"090652",24060,"0000"
"090652",24065,"0001"
"090653",24060,"0000"
"090654",24065,"0000"
"090657",24060,"0000"
"090657",24065,"0001"
"090706",24060,"0000"
"090706",24065,"0001"
"090707",24060,"0000"
"090707",24065,"0001"
"090708",24060,"0000"
"090708",24065,"0001"
"090709",24060,"0000"
"090710",24065,"0000"
"090710",24060,"0001"
"090710",24065,"0002"
"090711",24060,"0000"
"090711",24065,"0001"
"090712",24060,"0000"
"090712",24065,"0001"
"090712",24060,"0002"
"090712",24065,"0003"
"090715",24060,"0000"
"090715",24065,"0001"
"090717",24060,"0000"
"090717",24065,"0001"
"090726",24060,"0000"
"090727",24065,"0000"
"090728",24060,"0000"
"090728",24065,"0001"
"090728",24060,"0002"
"090729",24065,"0000"
"090730",24060,"0000"
"090731",24065,"0000"
"090732",24060,"0000"
"090732",24065,"0001"
"090741",24060,"0000"
"090741",24065,"0001"
"090746",24060,"0000"
"090747",24065,"0000"
"090748",24070,"0000"
"090748",24065,"0001"
"090748",24070,"0002"
"090749",24065,"0000"
"090749",24060,"0001"
"090750",24065,"0000"
"090751",24060,"0000"
"090751",24070,"0001"
"090754",24065,"0000"
"090755",24070,"0000"
"090804",24065,"0000"
"090804",24070,"0001"
"090804",24065,"0002"
"090805",24070,"0000"
"090806",24065,"0000"
"090806",24070,"0001"
"090807",24065,"0000"
"090808",24070,"0000"
"090809",24065,"0000"
"090810",24070,"0000"
"090810",24065,"0001"
"090811",24070,"0000"
"090811",24065,"0001"
"090812",24070,"0000"
"090817",24065,"0000"
"090817",24070,"0001"
"090821",24065,"0000"
"090821",24070,"0001"
"090829",24065,"0000"
"090830",24070,"0000"
"090831",24065,"0000"
"090832",24070,"0000"
"090835",24065,"0000"
"090835",24070,"0001"
"090838",24065,"0000"
"090838",24067,"0001"
"090838",24070,"0002"
"090842",24065,"0000"
"090842",24070,"0001"
"090844",24065,"0000"
"090845",24070,"0000"
"090845",24065,"0001"
"090846",24070,"0000"
"090846",24065,"0001"
"090847",24070,"0000"
"090848",24065,"0000"
"090848",24070,"0001"
"090849",24065,"0000"
"090850",24070,"0000"
"090850",24065,"0001"
"090850",24070,"0002"
"090851",24065,"0000"
"090852",24070,"0000"
"090852",24065,"0001"
"090854",24070,"0000"
"090859",24065,"0000"
"090900",24070,"0000"
"090901",24065,"0000"
"090902",24070,"0000"
"090905",24065,"0000"
"090906",24070,"0000"
"090908",24065,"0000"
"090908",24070,"0001"
"090909",24065,"0000"
"090910",24067,"0000"
"090911",24070,"0000"
"090911",24065,"0001"
"090912",24070,"0000"
"090912",24065,"0001"
"090913",24070,"0000"
"090913",24065,"0001"
"090914",24070,"0000"
"090918",24065,"0000"
