"time","millisec","HOUR_CLS_CODE","ASKP1","ASKP2","ASKP3","ASKP4","ASKP5","ASKP6","ASKP7","ASKP8","ASKP9","ASKP10","BIDP1","BIDP2","BIDP3","BIDP4","BIDP5","BIDP6","BIDP7","BIDP8","BIDP9","BIDP10","ASKP_RSQN1","ASKP_RSQN2","ASKP_RSQN3","ASKP_RSQN4","ASKP_RSQN5","ASKP_RSQN6","ASKP_RSQN7","ASKP_RSQN8","ASKP_RSQN9","ASKP_RSQN10","BIDP_RSQN1","BIDP_RSQN2","BIDP_RSQN3","BIDP_RSQN4","BIDP_RSQN5","BIDP_RSQN6","BIDP_RSQN7","BIDP_RSQN8","BIDP_RSQN9","BIDP_RSQN10","TOTAL_ASKP_RSQN","TOTAL_BIDP_RSQN","OVTM_TOTAL_ASKP_RSQN","OVTM_TOTAL_BIDP_RSQN","ANTC_CNPR","ANTC_CNQN","ANTC_VOL","ANTC_CNTG_VRSS","ANTC_CNTG_VRSS_SIGN","ANTC_CNTG_PRDY_CTRT","ACML_VOL","TOTAL_ASKP_RSQN_ICDC","TOTAL_BIDP_RSQN_ICDC","OVTM_TOTAL_ASKP_ICDC","OVTM_TOTAL_BIDP_ICDC","STCK_DEAL_CLS_CODE","KMID_PRC","KMID_TOTAL_RSQN","KMID_CLS_CODE","NMID_PRC","NMID_TOTAL_RSQN","NMID_CLS_CODE"
"080000","0000","0","1460000","1713000","1715000","0","0","0","0","0","0","0","1009000","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","3","1","0","0","0","0","0","-1425000","5","-100.00","0","0","0","0","0","","0","0","0","","",""
"080000","0001","0","1434000","1439000","1454000","1458000","1460000","1467000","1600000","1638000","1713000","1715000","1425000","1420000","1400000","1370000","1353000","1350000","1340000","1009000","1001000","999000","5","1","5","1","2","1","44","1","1","1","1","1","1","5","1","5","5","1","180","22","62","222","0","0","0","0","0","-1425000","5","-100.00","0","59","221","0","0","","0","0","0","","",""
"080001","0000","0","1425000","1428000","1432000","1434000","1439000","1443000","1454000","1458000","1460000","1467000","1420000","1419000","1400000","1397000","1370000","1353000","1350000","1340000","1250000","1009000","19","40","1","10","1","20","5","1","2","1","1","1","5","2","5","1","5","5","10","1","100","36","0","0","0","0","0","-1425000","5","-100.00","1","38","-186","0","0","","0","0","0","","",""
"080001","0001","0","1418000","1425000","1428000","1430000","1432000","1434000","1438000","1439000","1443000","1445000","1400000","1397000","1370000","1353000","1350000","1340000","1250000","1009000","1007000","1001000","18","19","40","7","1","10","85","1","20","18","5","2","5","1","6","5","10","1","500","180","219","715","0","0","0","0","0","-1425000","5","-100.00","3","119","679","0","0","","0","0","0","","",""
"080002","0000","0","1418000","1425000","1428000","1430000","1432000","1434000","1438000","1439000","1443000","1445000","1400000","1397000","1375000","1370000","1353000","1350000","1340000","1325000","1300000","1274000","18","19","40","7","2","10","85","1","20","18","5","2","1","5","1","6","5","1","1","1","220","28","0","0","0","0","0","-1425000","5","-100.00","3","1","-687","0","0","","0","0","0","","",""
"080003","0000","0","1418000","1425000","1428000","1430000","1432000","1434000","1438000","1439000","1443000","1445000","1400000","1397000","1375000","1370000","1353000","1350000","1340000","1325000","1300000","1275000","13","19","40","9","2","10","86","3","20","18","5","2","1","5","1","6","5","1","1","5","220","32","0","0","0","0","0","-1425000","5","-100.00","8","0","4","0","0","","0","0","0","","",""
"080003","0001","0","1418000","1425000","1428000","1430000","1432000","1434000","1438000","1439000","1440000","1443000","1400000","1397000","1375000","1370000","1353000","1351000","1350000","1340000","1325000","1300000","11","19","40","9","2","10","86","3","3","20","5","2","1","5","1","2","16","5","1","1","203","39","0","0","0","0","0","-1425000","5","-100.00","10","-17","7","0","0","","0","0","0","","",""
"080004","0000","0","1418000","1425000","1428000","1430000","1432000","1434000","1438000","1439000","1440000","1443000","1405000","1400000","1397000","1375000","1370000","1353000","1351000","1350000","1340000","1325000","11","19","40","9","2","10","86","3","3","20","1","5","2","1","5","1","2","16","5","1","203","39","0","0","0","0","0","-1425000","5","-100.00","10","0","0","0","0","","0","0","0","","",""
"080004","0001","0","1418000","1425000","1428000","1430000","1432000","1434000","1438000","1439000","1440000","1443000","1405000","1400000","1397000","1375000","1370000","1353000","1351000","1350000","1340000","1325000","11","19","40","9","2","10","86","3","3","20","1","5","2","1","5","1","2","16","5","1","203","39","0","0","0","0","0","-1425000","5","-100.00","10","0","0","0","0","","0","0","0","","",""
"080004","0002","0","1418000","1425000","1428000","1430000","1432000","1434000","1438000","1439000","1440000","1443000","1405000","1400000","1397000","1382000","1375000","1370000","1353000","1351000","1350000","1340000","11","19","40","9","2","10","86","3","3","20","1","5","2","1","1","5","1","2","16","5","203","39","0","0","0","0","0","-1425000","5","-100.00","10","0","0","0","0","","0","0","0","","",""
