"time","millisec","HOUR_CLS_CODE","ASKP1","ASKP2","ASKP3","ASKP4","ASKP5","ASKP6","ASKP7","ASKP8","ASKP9","ASKP10","BIDP1","BIDP2","BIDP3","BIDP4","BIDP5","BIDP6","BIDP7","BIDP8","BIDP9","BIDP10","ASKP_RSQN1","ASKP_RSQN2","ASKP_RSQN3","ASKP_RSQN4","ASKP_RSQN5","ASKP_RSQN6","ASKP_RSQN7","ASKP_RSQN8","ASKP_RSQN9","ASKP_RSQN10","BIDP_RSQN1","BIDP_RSQN2","BIDP_RSQN3","BIDP_RSQN4","BIDP_RSQN5","BIDP_RSQN6","BIDP_RSQN7","BIDP_RSQN8","BIDP_RSQN9","BIDP_RSQN10","TOTAL_ASKP_RSQN","TOTAL_BIDP_RSQN","OVTM_TOTAL_ASKP_RSQN","OVTM_TOTAL_BIDP_RSQN","ANTC_CNPR","ANTC_CNQN","ANTC_VOL","ANTC_CNTG_VRSS","ANTC_CNTG_VRSS_SIGN","ANTC_CNTG_PRDY_CTRT","ACML_VOL","TOTAL_ASKP_RSQN_ICDC","TOTAL_BIDP_RSQN_ICDC","OVTM_TOTAL_ASKP_ICDC","OVTM_TOTAL_BIDP_ICDC","STCK_DEAL_CLS_CODE","KMID_PRC","KMID_TOTAL_RSQN","KMID_CLS_CODE","NMID_PRC","NMID_TOTAL_RSQN","NMID_CLS_CODE"
"080000","0000","0","730000","736000","740000","745000","750000","752000","765000","837000","0","0","728000","718000","709000","706000","705000","701000","691000","651000","516000","0","1","2","750","20","1","100","26","6","0","0","5","6","1","70","21","30","50","1","1","0","906","185","0","0","0","0","0","-728000","5","-100.00","0","0","0","0","0","","0","0","0","","",""
"080001","0000","0","730000","736000","740000","745000","750000","751000","752000","753000","760000","765000","728000","721000","718000","714000","712000","709000","706000","705000","701000","700000","1","2","750","20","1","1","101","1","10","26","5","2","6","13","50","1","70","21","30","8","913","206","0","0","0","0","0","-728000","5","-100.00","0","7","21","0","0","","0","0","0","","",""
"080001","0001","0","727000","728000","730000","736000","738000","740000","742000","745000","746000","748000","721000","720000","718000","714000","713000","712000","710000","709000","708000","706000","1","39","1","2","1","750","150","20","1","13","2","15","6","13","1","50","4","1","10","70","978","172","0","0","0","0","0","-728000","5","-100.00","11","65","-34","0","0","","0","0","0","","",""
"080002","0000","0","736000","737000","738000","739000","740000","742000","745000","746000","747000","748000","730000","721000","720000","718000","714000","713000","712000","710000","709000","708000","2","3","1","10","750","150","20","1","30","23","70","2","15","6","13","1","50","4","1","10","990","172","0","0","0","0","0","-728000","5","-100.00","71","12","0","0","0","","0","0","0","","",""
"080002","0001","0","736000","737000","738000","739000","740000","742000","745000","746000","747000","748000","730000","721000","720000","718000","714000","713000","712000","710000","709000","708000","2","3","1","10","750","150","20","1","30","23","59","2","15","6","13","1","50","4","1","10","990","161","0","0","0","0","0","-728000","5","-100.00","82","0","-11","0","0","","0","0","0","","",""
"080003","0000","0","736000","737000","738000","739000","740000","742000","745000","746000","747000","748000","730000","721000","720000","718000","714000","713000","712000","711000","710000","709000","3","3","1","69","750","150","20","1","30","23","58","2","15","6","13","6","55","5","9","6","1050","175","0","0","0","0","0","-728000","5","-100.00","83","60","14","0","0","","0","0","0","","",""
"080003","0001","0","736000","737000","738000","739000","740000","742000","745000","746000","747000","748000","730000","727000","721000","720000","718000","714000","713000","712000","711000","710000","3","3","1","69","750","150","20","1","30","23","58","77","2","15","6","13","6","55","8","9","1050","249","0","0","0","0","0","-728000","5","-100.00","83","0","74","0","0","","0","0","0","","",""
"080004","0000","0","736000","737000","738000","739000","740000","742000","745000","746000","747000","748000","730000","727000","721000","720000","718000","714000","713000","712000","711000","710000","3","3","1","69","750","150","20","1","30","23","59","77","2","15","6","13","6","55","8","9","1050","250","0","0","0","0","0","-728000","5","-100.00","83","0","1","0","0","","0","0","0","","",""
"080005","0000","0","736000","737000","738000","739000","740000","742000","745000","746000","747000","748000","730000","728000","727000","721000","720000","718000","714000","713000","712000","711000","3","3","1","69","750","150","20","1","30","23","59","1","77","2","15","6","13","6","55","8","1050","242","0","0","0","0","0","-728000","5","-100.00","83","0","-8","0","0","","0","0","0","","",""
"080005","0001","0","736000","737000","738000","739000","740000","742000","743000","745000","746000","747000","730000","728000","727000","721000","720000","718000","714000","713000","712000","711000","3","3","1","69","750","150","1","20","1","30","59","1","77","2","15","6","13","6","55","8","1028","242","0","0","0","0","0","-728000","5","-100.00","83","-22","0","0","0","","0","0","0","","",""
