"time","millisec","HOUR_CLS_CODE","ASKP1","ASKP2","ASKP3","ASKP4","ASKP5","ASKP6","ASKP7","ASKP8","ASKP9","ASKP10","BIDP1","BIDP2","BIDP3","BIDP4","BIDP5","BIDP6","BIDP7","BIDP8","BIDP9","BIDP10","ASKP_RSQN1","ASKP_RSQN2","ASKP_RSQN3","ASKP_RSQN4","ASKP_RSQN5","ASKP_RSQN6","ASKP_RSQN7","ASKP_RSQN8","ASKP_RSQN9","ASKP_RSQN10","BIDP_RSQN1","BIDP_RSQN2","BIDP_RSQN3","BIDP_RSQN4","BIDP_RSQN5","BIDP_RSQN6","BIDP_RSQN7","BIDP_RSQN8","BIDP_RSQN9","BIDP_RSQN10","TOTAL_ASKP_RSQN","TOTAL_BIDP_RSQN","OVTM_TOTAL_ASKP_RSQN","OVTM_TOTAL_BIDP_RSQN","ANTC_CNPR","ANTC_CNQN","ANTC_VOL","ANTC_CNTG_VRSS","ANTC_CNTG_VRSS_SIGN","ANTC_CNTG_PRDY_CTRT","ACML_VOL","TOTAL_ASKP_RSQN_ICDC","TOTAL_BIDP_RSQN_ICDC","OVTM_TOTAL_ASKP_ICDC","OVTM_TOTAL_BIDP_ICDC","STCK_DEAL_CLS_CODE","KMID_PRC","KMID_TOTAL_RSQN","KMID_CLS_CODE","NMID_PRC","NMID_TOTAL_RSQN","NMID_CLS_CODE"
"080000","0000","0","158500","159000","159700","164400","165200","166600","168400","181700","0","0","158000","156000","0","0","0","0","0","0","0","0","400","143","862","837","1000","1000","5","57","0","0","1","3","0","0","0","0","0","0","0","0","4304","4","0","0","0","0","0","-158000","5","-100.00","0","0","0","0","0","","0","0","0","","",""
"080000","0001","0","158400","158500","158800","159000","159600","159700","159800","164400","165200","166600","158300","158200","158000","156000","155200","0","0","0","0","0","20","300","150","143","2","910","3","837","1000","1000","10","3","1","10","40","0","0","0","0","0","4365","64","0","0","0","0","0","-158000","5","-100.00","100","61","60","0","0","","0","0","0","","",""
"080001","0000","0","158400","158500","158800","159000","159500","159600","159700","159800","160000","161200","158300","158200","158000","156000","155200","154700","0","0","0","0","12","300","150","143","51","2","910","3","50","7","10","3","1","17","40","130","0","0","0","0","1628","201","0","0","0","0","0","-158000","5","-100.00","108","-2737","137","0","0","","0","0","0","","",""
"080002","0000","0","158500","158800","159000","159500","159600","159700","159800","159900","160000","160500","158400","158300","158200","158000","157200","156000","155200","154700","154500","143500","300","150","143","51","2","910","3","30","120","36","279","10","3","1","1","17","40","130","5","10","1745","496","0","0","0","0","0","-158000","5","-100.00","129","117","295","0","0","","0","0","0","","",""
"080002","0001","0","158500","158800","159000","159500","159600","159700","159800","159900","160000","160200","158400","158300","158200","158000","157200","156000","155600","155200","155100","154700","290","150","143","51","2","910","3","30","370","3","275","10","3","11","1","31","4","40","55","130","1952","560","0","0","0","0","0","-158000","5","-100.00","143","207","64","0","0","","0","0","0","","",""
"080003","0000","0","158500","158700","158800","159000","159500","159600","159700","159800","159900","160000","158400","158300","158200","158000","157200","156000","155600","155200","155100","154700","110","1000","150","143","51","2","910","3","30","370","259","10","3","11","1","61","4","40","55","130","2769","574","0","0","0","0","0","-158000","5","-100.00","339","817","14","0","0","","0","0","0","","",""
"080003","0001","0","158500","158700","158800","159000","159500","159600","159700","159800","159900","160000","158400","158300","158200","158000","157200","156000","155600","155200","155100","154700","110","1000","150","143","51","2","910","3","30","370","259","10","3","31","1","61","4","40","55","130","2769","594","0","0","0","0","0","-158000","5","-100.00","339","0","20","0","0","","0","0","0","","",""
"080004","0000","0","158500","158700","158800","159000","159500","159600","159700","159800","159900","160000","158400","158300","158200","158000","157200","156700","156000","155600","155200","155100","110","1000","150","143","51","2","910","4","30","385","259","10","3","31","1","100","61","4","40","55","2785","564","0","0","0","0","0","-158000","5","-100.00","339","16","-30","0","0","","0","0","0","","",""
"080005","0000","0","158500","158700","158800","159000","159500","159600","159700","159800","159900","160000","158400","158300","158200","158000","157200","156700","156000","155600","155200","155100","110","1000","150","143","91","2","910","4","30","385","259","10","3","31","1","100","61","4","40","55","2825","564","0","0","0","0","0","-158000","5","-100.00","339","40","0","0","0","","0","0","0","","",""
"080005","0001","0","158500","158700","158800","159000","159500","159600","159700","159800","159900","160000","158400","158300","158200","158000","157200","156700","156000","155600","155200","155100","110","1000","150","143","91","2","910","4","30","385","259","10","3","30","1","100","61","4","50","55","2825","573","0","0","0","0","0","-158000","5","-100.00","339","0","9","0","0","","0","0","0","","",""
