"time","price","millisec"
"090027",98690,"0000"
"090027",98695,"0000"
"090027",98700,"0000"
"090027",98705,"0000"
"090027",98710,"0000"
"090027",98715,"0000"
"090027",98720,"0000"
"090027",98725,"0000"
"090027",98730,"0000"
"090027",98735,"0000"
"090027",98740,"0000"
"090027",98745,"0000"
"090027",98750,"0000"
"090027",98755,"0000"
"090027",98760,"0000"
"090027",98700,"0001"
"090027",98710,"0002"
"090027",98715,"0003"
"090027",98730,"0004"
"090027",98735,"0005"
"090027",98750,"0006"
"090027",98755,"0007"
"090027",98760,"0008"
"090028",98730,"0000"
"090028",98750,"0000"
"090028",98760,"0000"
"090028",98765,"0000"
"090028",98730,"0001"
"090028",98750,"0002"
"090028",98760,"0003"
"090029",98760,"0000"
"090029",98765,"0000"
"090029",98770,"0000"
"090029",98775,"0000"
"090029",98780,"0000"
"090029",98785,"0000"
"090029",98795,"0000"
"090029",98800,"0000"
"090029",98780,"0001"
"090029",98795,"0002"
"090029",98800,"0003"
"090029",98785,"0004"
"090030",98765,"0000"
"090030",98780,"0000"
"090030",98785,"0000"
"090030",98800,"0000"
"090030",98785,"0001"
"090030",98765,"0002"
"090030",98800,"0003"
"090031",98740,"0000"
"090031",98745,"0000"
"090031",98750,"0000"
"090031",98765,"0000"
"090031",98740,"0001"
"090031",98745,"0002"
"090031",98765,"0003"
"090032",98735,"0000"
"090032",98750,"0000"
"090032",98760,"0000"
"090032",98765,"0000"
"090032",98760,"0001"
"090032",98750,"0002"
"090033",98725,"0000"
"090033",98730,"0000"
"090033",98735,"0000"
"090033",98740,"0000"
"090033",98765,"0000"
"090033",98770,"0000"
"090033",98780,"0000"
"090033",98740,"0001"
"090033",98765,"0002"
"090034",98770,"0000"
"090034",98780,"0000"
"090034",98785,"0000"
"090034",98800,"0000"
"090034",98805,"0000"
"090034",98810,"0000"
"090034",98815,"0000"
"090034",98820,"0000"
"090034",98825,"0000"
"090034",98835,"0000"
"090034",98785,"0001"
"090034",98800,"0002"
"090034",98805,"0003"
"090034",98810,"0004"
"090035",98760,"0000"
"090035",98765,"0000"
"090035",98775,"0000"
"090035",98780,"0000"
"090035",98785,"0000"
"090035",98795,"0000"
"090035",98805,"0000"
"090035",98815,"0000"
"090035",98785,"0001"
"090035",98760,"0002"
"090035",98765,"0003"
"090036",98765,"0000"
"090036",98800,"0000"
"090036",98815,"0000"
"090036",98835,"0000"
"090036",98835,"0001"
"090037",98800,"0000"
"090037",98805,"0000"
"090037",98810,"0000"
"090037",98825,"0000"
"090037",98830,"0000"
"090037",98800,"0001"
"090037",98825,"0002"
"090038",98735,"0000"
"090038",98740,"0000"
"090038",98745,"0000"
"090038",98750,"0000"
"090038",98755,"0000"
"090038",98760,"0000"
"090038",98765,"0000"
"090038",98770,"0000"
"090038",98775,"0000"
"090038",98780,"0000"
"090038",98785,"0000"
"090038",98795,"0000"
"090038",98800,"0000"
"090038",98755,"0001"
"090038",98735,"0002"
"090038",98750,"0003"
"090039",98735,"0000"
"090039",98740,"0000"
"090039",98742,"0000"
"090039",98745,"0000"
"090039",98750,"0000"
"090039",98785,"0000"
"090039",98785,"0001"
"090040",98770,"0000"
"090040",98775,"0000"
"090040",98780,"0000"
"090040",98785,"0000"
"090040",98795,"0000"
"090040",98785,"0001"
"090040",98775,"0002"
"090041",98760,"0000"
"090041",98765,"0000"
"090041",98775,"0000"
"090041",98785,"0000"
"090041",98795,"0000"
"090041",98800,"0000"
"090041",98760,"0001"
"090041",98775,"0002"
"090041",98800,"0003"
"090042",98780,"0000"
"090042",98785,"0000"
"090042",98800,"0000"
"090043",98805,"0000"
"090043",98810,"0000"
"090043",98815,"0000"
"090043",98820,"0000"
"090043",98830,"0000"
"090043",98835,"0000"
"090043",98810,"0001"
"090043",98830,"0002"
"090043",98820,"0003"
"090044",98840,"0000"
"090044",98845,"0000"
"090044",98850,"0000"
"090044",98855,"0000"
"090044",98845,"0001"
"090044",98855,"0002"
"090045",98810,"0000"
"090045",98820,"0000"
"090045",98825,"0000"
"090045",98830,"0000"
"090045",98835,"0000"
"090045",98845,"0000"
"090045",98845,"0001"
"090046",98825,"0000"
"090046",98830,"0000"
"090046",98840,"0000"
"090046",98845,"0000"
"090046",98860,"0000"
"090046",98860,"0001"
"090047",98805,"0000"
"090047",98810,"0000"
"090047",98815,"0000"
"090047",98820,"0000"
"090047",98830,"0000"
"090047",98835,"0000"
"090047",98820,"0001"
"090047",98815,"0002"
"090047",98805,"0003"
"090048",98805,"0000"
"090048",98815,"0000"
"090048",98820,"0000"
"090048",98825,"0000"
"090048",98830,"0000"
"090048",98835,"0000"
"090048",98830,"0001"
"090048",98825,"0002"
"090048",98820,"0003"
"090049",98815,"0000"
