"time","price","millisec"
"090002",23960,"0000"
"090002",23965,"0000"
"090002",23970,"0000"
"090002",23965,"0001"
"090002",23970,"0002"
"090002",23965,"0003"
"090007",23970,"0000"
"090009",23965,"0000"
"090013",23970,"0000"
"090017",23970,"0000"
"090017",23975,"0000"
"090018",23975,"0000"
"090018",23980,"0000"
"090021",23975,"0000"
"090024",23970,"0000"
"090027",23965,"0000"
"090028",23970,"0000"
"090029",23965,"0000"
"090031",23970,"0000"
"090033",23965,"0000"
"090035",23970,"0000"
"090037",23965,"0000"
"090038",23970,"0000"
"090042",23965,"0000"
"090043",23965,"0000"
"090043",23970,"0000"
"090043",23965,"0001"
"090043",23970,"0002"
"090044",23965,"0000"
"090045",23960,"0000"
"090046",23970,"0000"
"090047",23965,"0000"
"090050",23965,"0000"
"090051",23955,"0000"
"090051",23960,"0000"
"090052",23965,"0000"
"090055",23960,"0000"
"090057",23960,"0000"
"090057",23965,"0000"
"090057",23960,"0001"
"090058",23955,"0000"
"090059",23960,"0000"
"090108",23950,"0000"
"090108",23955,"0000"
"090108",23960,"0000"
"090108",23960,"0001"
"090109",23955,"0000"
"090109",23960,"0000"
"090112",23960,"0000"
"090115",23955,"0000"
"090115",23960,"0000"
"090115",23960,"0001"
"090117",23965,"0000"
"090118",23960,"0000"
"090118",23965,"0000"
"090122",23965,"0000"
"090125",23962,"0000"
"090127",23965,"0000"
"090129",23960,"0000"
"090129",23962,"0000"
"090129",23965,"0000"
"090129",23965,"0001"
"090132",23960,"0000"
"090135",23955,"0000"
"090135",23960,"0000"
"090135",23960,"0001"
"090136",23965,"0000"
"090137",23960,"0000"
"090137",23965,"0000"
"090137",23960,"0001"
"090138",23965,"0000"
"090139",23960,"0000"
"090139",23962,"0000"
"090139",23962,"0001"
"090142",23965,"0000"
"090145",23962,"0000"
"090145",23965,"0000"
"090146",23960,"0000"
"090146",23962,"0000"
"090146",23965,"0000"
"090146",23962,"0001"
"090147",23965,"0000"
"090156",23955,"0000"
"090156",23960,"0000"
"090158",23965,"0000"
"090201",23960,"0000"
"090202",23965,"0000"
"090206",23960,"0000"
"090206",23962,"0000"
"090208",23965,"0000"
"090211",23960,"0000"
"090211",23965,"0000"
"090212",23960,"0000"
"090213",23960,"0000"
"090213",23965,"0000"
"090214",23965,"0000"
"090217",23960,"0000"
"090217",23965,"0000"
"090217",23965,"0001"
"090218",23960,"0000"
"090219",23965,"0000"
"090221",23960,"0000"
"090222",23955,"0000"
"090223",23960,"0000"
"090224",23955,"0000"
"090224",23957,"0000"
"090225",23960,"0000"
"090227",23955,"0000"
"090228",23960,"0000"
"090229",23965,"0000"
"090231",23960,"0000"
"090231",23965,"0000"
"090232",23960,"0000"
"090233",23960,"0000"
"090233",23965,"0000"
"090233",23960,"0001"
"090235",23965,"0000"
"090237",23962,"0000"
"090238",23965,"0000"
"090240",23962,"0000"
"090240",23965,"0000"
"090240",23965,"0001"
"090247",23960,"0000"
"090247",23962,"0000"
"090247",23965,"0000"
"090247",23965,"0001"
"090248",23960,"0000"
"090248",23965,"0000"
"090248",23965,"0001"
"090251",23962,"0000"
"090253",23962,"0000"
"090253",23965,"0000"
"090253",23965,"0001"
"090254",23960,"0000"
"090254",23962,"0000"
"090254",23965,"0000"
"090256",23960,"0000"
"090256",23965,"0000"
"090256",23965,"0001"
"090258",23960,"0000"
"090258",23962,"0000"
"090258",23965,"0000"
"090259",23965,"0000"
"090301",23960,"0000"
"090301",23965,"0000"
"090306",23960,"0000"
"090306",23965,"0000"
"090306",23965,"0001"
"090307",23962,"0000"
"090308",23965,"0000"
"090312",23960,"0000"
"090312",23965,"0000"
"090312",23965,"0001"
"090318",23965,"0000"
"090318",23970,"0000"
"090318",23965,"0001"
"090321",23965,"0000"
"090321",23970,"0000"
"090321",23965,"0001"
"090322",23967,"0000"
"090322",23970,"0000"
"090323",23965,"0000"
"090324",23970,"0000"
"090327",23965,"0000"
"090327",23970,"0000"
"090327",23970,"0001"
"090329",23965,"0000"
"090329",23970,"0000"
"090330",23965,"0000"
"090330",23970,"0000"
"090334",23965,"0000"
"090335",23970,"0000"
"090339",23965,"0000"
"090339",23970,"0000"
"090339",23970,"0001"
"090344",23965,"0000"
"090345",23965,"0000"
"090345",23970,"0000"
"090346",23965,"0000"
"090346",23970,"0000"
"090346",23965,"0001"
"090346",23970,"0002"
"090347",23965,"0000"
"090347",23970,"0000"
"090348",23965,"0000"
"090348",23970,"0000"
"090348",23965,"0001"
"090348",23970,"0002"
"090349",23960,"0000"
"090349",23965,"0000"
"090349",23970,"0000"
"090349",23970,"0001"
"090349",23965,"0002"
"090349",23970,"0003"
"090351",23960,"0000"
"090351",23965,"0000"
"090351",23970,"0000"
"090351",23960,"0001"
"090351",23970,"0002"
"090353",23960,"0000"
"090353",23970,"0000"
"090353",23970,"0001"
"090400",23965,"0000"
"090400",23970,"0000"
"090400",23970,"0001"
"090400",23965,"0002"
"090402",23970,"0000"
"090403",23960,"0000"
"090403",23965,"0000"
"090404",23965,"0000"
"090406",23960,"0000"
"090406",23965,"0000"
"090412",23960,"0000"
"090413",23965,"0000"
"090418",23960,"0000"
"090419",23965,"0000"
"090421",23960,"0000"
"090421",23965,"0000"
"090422",23965,"0000"
"090424",23965,"0000"
"090424",23970,"0000"
"090424",23965,"0001"
"090424",23970,"0002"
"090425",23965,"0000"
